doc_id,Sentiment,topic_label,entity,entity_type,score
63,Negative,Kebijakan & Prioritas Program,lea,PER,0.5277
63,Negative,Kebijakan & Prioritas Program,dwi,PER,0.4455
63,Negative,Kebijakan & Prioritas Program,indonesia,GPE,0.7433
63,Negative,Kebijakan & Prioritas Program,inggris,GPE,0.7477
63,Negative,Kebijakan & Prioritas Program,dwi,PER,0.4656
63,Negative,Kebijakan & Prioritas Program,dwi,PER,0.5158
63,Negative,Kebijakan & Prioritas Program,kemen,NOR,0.6318
63,Negative,Kebijakan & Prioritas Program,widodo,PER,0.9217
63,Negative,Kebijakan & Prioritas Program,pemerintah,NOR,0.9057
63,Negative,Kebijakan & Prioritas Program,som,PER,0.4893
63,Negative,Kebijakan & Prioritas Program,paris,ORG,0.5198
63,Negative,Kebijakan & Prioritas Program,som,PER,0.4291
63,Negative,Kebijakan & Prioritas Program,dwi,PER,0.47
63,Negative,Kebijakan & Prioritas Program,kla,PER,0.3628
63,Negative,Kebijakan & Prioritas Program,dwi,PER,0.5698
63,Negative,Kebijakan & Prioritas Program,kementerian,NOR,0.7262
63,Negative,Kebijakan & Prioritas Program,kementerian,NOR,0.8288
63,Negative,Kebijakan & Prioritas Program,indonesia,GPE,0.7901
63,Negative,Kebijakan & Prioritas Program,w,PER,0.5584
63,Negative,Kebijakan & Prioritas Program,pemerintah,NOR,0.8807
63,Negative,Kebijakan & Prioritas Program,kementerian,NOR,0.8358
63,Negative,Kebijakan & Prioritas Program,inggris,GPE,0.4566
63,Negative,Kebijakan & Prioritas Program,lp,NOR,0.3773
63,Negative,Kebijakan & Prioritas Program,##dp,PER,0.4194
66,Neutral,Kontroversi Penerima Beasiswa,batamtoday. com,ORG,0.8753
66,Neutral,Kontroversi Penerima Beasiswa,jakarta,GPE,0.998
66,Neutral,Kontroversi Penerima Beasiswa,pemerintah,NOR,0.9477
66,Neutral,Kontroversi Penerima Beasiswa,5,QTY,0.6745
66,Neutral,Kontroversi Penerima Beasiswa,. 750,CRD,0.5566
66,Neutral,Kontroversi Penerima Beasiswa,kuota,QTY,0.3385
66,Neutral,Kontroversi Penerima Beasiswa,lembaga pengelola dana pendidikan,ORG,0.8928
66,Neutral,Kontroversi Penerima Beasiswa,lpdp,ORG,0.7652
66,Neutral,Kontroversi Penerima Beasiswa,202,DAT,0.6926
66,Neutral,Kontroversi Penerima Beasiswa,##6,LAW,0.2165
66,Neutral,Kontroversi Penerima Beasiswa,indonesia,GPE,0.5433
66,Neutral,Kontroversi Penerima Beasiswa,menteri pendidikan tinggi,NOR,0.6705
66,Neutral,Kontroversi Penerima Beasiswa,", sains, dan teknologi",ORG,0.7551
66,Neutral,Kontroversi Penerima Beasiswa,mendik,ORG,0.5116
66,Neutral,Kontroversi Penerima Beasiswa,##tis,NOR,0.4925
66,Neutral,Kontroversi Penerima Beasiswa,##aintek,ORG,0.6977
66,Neutral,Kontroversi Penerima Beasiswa,brian yuliarto,PER,0.9471
66,Neutral,Kontroversi Penerima Beasiswa,prabowo subianto,PER,0.9876
66,Neutral,Kontroversi Penerima Beasiswa,istana,LOC,0.3428
66,Neutral,Kontroversi Penerima Beasiswa,negara,ORG,0.5116
66,Neutral,Kontroversi Penerima Beasiswa,jakarta,GPE,0.9901
66,Neutral,Kontroversi Penerima Beasiswa,minggu ( 18 / 1 / 2026 ),DAT,0.9731
66,Neutral,Kontroversi Penerima Beasiswa,brian,PER,0.9974
66,Neutral,Kontroversi Penerima Beasiswa,indonesia,GPE,0.8361
66,Neutral,Kontroversi Penerima Beasiswa,"1, 7 juta",CRD,0.845
66,Neutral,Kontroversi Penerima Beasiswa,program,ORG,0.4216
66,Neutral,Kontroversi Penerima Beasiswa,lp,ORG,0.5236
66,Neutral,Kontroversi Penerima Beasiswa,##dp,PRD,0.212
66,Neutral,Kontroversi Penerima Beasiswa,5,CRD,0.7465
66,Neutral,Kontroversi Penerima Beasiswa,750,CRD,0.417
66,Neutral,Kontroversi Penerima Beasiswa,beasiswa,PRD,0.7559
66,Neutral,Kontroversi Penerima Beasiswa,brian,PER,0.7599
66,Neutral,Kontroversi Penerima Beasiswa,beasiswa,PRD,0.7317
66,Neutral,Kontroversi Penerima Beasiswa,lp,ORG,0.6108
66,Neutral,Kontroversi Penerima Beasiswa,##dp,PRD,0.2046
66,Neutral,Kontroversi Penerima Beasiswa,202,ORG,0.3131
66,Neutral,Kontroversi Penerima Beasiswa,##6,CRD,0.5743
66,Neutral,Kontroversi Penerima Beasiswa,1,CRD,0.7337
66,Neutral,Kontroversi Penerima Beasiswa,program,ORG,0.4041
66,Neutral,Kontroversi Penerima Beasiswa,beasiswa,PRD,0.5162
66,Neutral,Kontroversi Penerima Beasiswa,garuda,ORG,0.7707
66,Neutral,Kontroversi Penerima Beasiswa,1,CRD,0.7373
66,Neutral,Kontroversi Penerima Beasiswa,4,CRD,0.6397
66,Neutral,Kontroversi Penerima Beasiswa,magister,ORG,0.5075
66,Neutral,Kontroversi Penerima Beasiswa,2,CRD,0.8507
66,Neutral,Kontroversi Penerima Beasiswa,3,CRD,0.812
66,Neutral,Kontroversi Penerima Beasiswa,750,CRD,0.3384
66,Neutral,Kontroversi Penerima Beasiswa,program,ORG,0.5317
66,Neutral,Kontroversi Penerima Beasiswa,brian,PER,0.3787
66,Neutral,Kontroversi Penerima Beasiswa,2,CRD,0.8292
66,Neutral,Kontroversi Penerima Beasiswa,s,PER,0.5264
66,Neutral,Kontroversi Penerima Beasiswa,3,CRD,0.8199
66,Neutral,Kontroversi Penerima Beasiswa,program,ORG,0.5689
66,Neutral,Kontroversi Penerima Beasiswa,s,PER,0.5207
66,Neutral,Kontroversi Penerima Beasiswa,2,CRD,0.7909
66,Neutral,Kontroversi Penerima Beasiswa,3,CRD,0.8048
66,Neutral,Kontroversi Penerima Beasiswa,presiden,ORG,0.4187
66,Neutral,Kontroversi Penerima Beasiswa,ast,ORG,0.7317
66,Neutral,Kontroversi Penerima Beasiswa,pemerintah,NOR,0.5826
66,Neutral,Kontroversi Penerima Beasiswa,beasiswa,PRD,0.5478
66,Neutral,Kontroversi Penerima Beasiswa,lp,ORG,0.662
66,Neutral,Kontroversi Penerima Beasiswa,##dp,PRD,0.2688
66,Neutral,Kontroversi Penerima Beasiswa,surya,PER,0.4905
67,Neutral,Kontroversi Penerima Beasiswa,batamtoday. com,ORG,0.8786
67,Neutral,Kontroversi Penerima Beasiswa,jakarta,GPE,0.9965
67,Neutral,Kontroversi Penerima Beasiswa,prabowo subianto,PER,0.982
67,Neutral,Kontroversi Penerima Beasiswa,lembaga pengelola dana pendidikan,ORG,0.8819
67,Neutral,Kontroversi Penerima Beasiswa,lpdp,ORG,0.8523
67,Neutral,Kontroversi Penerima Beasiswa,80 %,PRC,0.9885
67,Neutral,Kontroversi Penerima Beasiswa,sains,ORG,0.7256
67,Neutral,Kontroversi Penerima Beasiswa,teknologi,ORG,0.7287
67,Neutral,Kontroversi Penerima Beasiswa,teknik,ORG,0.4503
67,Neutral,Kontroversi Penerima Beasiswa,stem,ORG,0.3287
67,Neutral,Kontroversi Penerima Beasiswa,direktur evident institute,ORG,0.7966
67,Neutral,Kontroversi Penerima Beasiswa,rinatani,PER,0.7779
67,Neutral,Kontroversi Penerima Beasiswa,anggrae,PER,0.6944
67,Neutral,Kontroversi Penerima Beasiswa,fa,PER,0.7156
67,Neutral,Kontroversi Penerima Beasiswa,##jrian,ORG,0.3149
67,Neutral,Kontroversi Penerima Beasiswa,lpdp,ORG,0.4951
67,Neutral,Kontroversi Penerima Beasiswa,presiden,NOR,0.4947
67,Neutral,Kontroversi Penerima Beasiswa,lp,ORG,0.4309
67,Neutral,Kontroversi Penerima Beasiswa,##dp,PRD,0.5669
67,Neutral,Kontroversi Penerima Beasiswa,80 %,PRC,0.9785
67,Neutral,Kontroversi Penerima Beasiswa,lpdp,ORG,0.6149
67,Neutral,Kontroversi Penerima Beasiswa,rina,ORG,0.4831
67,Neutral,Kontroversi Penerima Beasiswa,sabtu,ORG,0.4567
67,Neutral,Kontroversi Penerima Beasiswa,17,CRD,0.8029
67,Neutral,Kontroversi Penerima Beasiswa,1,CRD,0.5378
67,Neutral,Kontroversi Penerima Beasiswa,ev,PER,0.7449
67,Neutral,Kontroversi Penerima Beasiswa,indonesia,ORG,0.5232
67,Neutral,Kontroversi Penerima Beasiswa,presiden,ORG,0.3341
67,Neutral,Kontroversi Penerima Beasiswa,lp,ORG,0.8075
67,Neutral,Kontroversi Penerima Beasiswa,indonesia,ORG,0.4604
67,Neutral,Kontroversi Penerima Beasiswa,rina,ORG,0.5234
67,Neutral,Kontroversi Penerima Beasiswa,pemerintah,NOR,0.5043
67,Neutral,Kontroversi Penerima Beasiswa,lp,ORG,0.8185
67,Neutral,Kontroversi Penerima Beasiswa,##dp,ORG,0.2926
67,Neutral,Kontroversi Penerima Beasiswa,kesi,ORG,0.6201
67,Neutral,Kontroversi Penerima Beasiswa,pertama,ORD,0.5473
67,Neutral,Kontroversi Penerima Beasiswa,indonesia,ORG,0.4462
67,Neutral,Kontroversi Penerima Beasiswa,kedua,CRD,0.4098
67,Neutral,Kontroversi Penerima Beasiswa,pemb,ORG,0.5832
67,Neutral,Kontroversi Penerima Beasiswa,lp,ORG,0.8021
67,Neutral,Kontroversi Penerima Beasiswa,##dp,ORG,0.4029
67,Neutral,Kontroversi Penerima Beasiswa,rina,ORG,0.406
67,Neutral,Kontroversi Penerima Beasiswa,ev,PER,0.4456
67,Neutral,Kontroversi Penerima Beasiswa,tata,ORG,0.4649
67,Neutral,Kontroversi Penerima Beasiswa,lp,ORG,0.8025
67,Neutral,Kontroversi Penerima Beasiswa,##dp,ORG,0.3593
67,Neutral,Kontroversi Penerima Beasiswa,indonesia,ORG,0.4313
68,Neutral,Kebijakan & Prioritas Program,batamtoday. com,ORG,0.8719
68,Neutral,Kebijakan & Prioritas Program,jakarta,GPE,0.9979
68,Neutral,Kebijakan & Prioritas Program,wakil ketua komisi x dpr ri,NOR,0.9772
68,Neutral,Kebijakan & Prioritas Program,fraksi pdi perjuangan,NOR,0.9271
68,Neutral,Kebijakan & Prioritas Program,esti wijayati,PER,0.944
68,Neutral,Kebijakan & Prioritas Program,lpdp,ORG,0.5921
68,Neutral,Kebijakan & Prioritas Program,kartu,PRD,0.3864
68,Neutral,Kebijakan & Prioritas Program,indonesia,ORG,0.6191
68,Neutral,Kebijakan & Prioritas Program,kip,ORG,0.5928
68,Neutral,Kebijakan & Prioritas Program,nota kesepakatan (,LAW,0.7962
68,Neutral,Kebijakan & Prioritas Program,memorandum of understanding /,LAW,0.8865
68,Neutral,Kebijakan & Prioritas Program,mou ),LAW,0.6826
68,Neutral,Kebijakan & Prioritas Program,param,ORG,0.5888
68,Neutral,Kebijakan & Prioritas Program,koordinator,ORG,0.415
68,Neutral,Kebijakan & Prioritas Program,parlemen,ORG,0.427
68,Neutral,Kebijakan & Prioritas Program,mou,ORG,0.476
68,Neutral,Kebijakan & Prioritas Program,rektor,ORG,0.51
68,Neutral,Kebijakan & Prioritas Program,univ,ORG,0.7047
68,Neutral,Kebijakan & Prioritas Program,param,ORG,0.4779
68,Neutral,Kebijakan & Prioritas Program,prof,ORG,0.545
68,Neutral,Kebijakan & Prioritas Program,kw,ORG,0.5004
68,Neutral,Kebijakan & Prioritas Program,aria,ORG,0.5136
68,Neutral,Kebijakan & Prioritas Program,komisi,NOR,0.6118
68,Neutral,Kebijakan & Prioritas Program,dpr,NOR,0.8034
68,Neutral,Kebijakan & Prioritas Program,ri,ORG,0.4901
68,Neutral,Kebijakan & Prioritas Program,kementerian,NOR,0.7053
68,Neutral,Kebijakan & Prioritas Program,kebudayaan,ORG,0.4596
68,Neutral,Kebijakan & Prioritas Program,kemend,ORG,0.6026
68,Neutral,Kebijakan & Prioritas Program,##bud,ORG,0.3612
68,Neutral,Kebijakan & Prioritas Program,kip,ORG,0.4415
68,Neutral,Kebijakan & Prioritas Program,satu,CRD,0.5169
68,Neutral,Kebijakan & Prioritas Program,rp,ORG,0.489
68,Neutral,Kebijakan & Prioritas Program,bulan,ORG,0.5151
68,Neutral,Kebijakan & Prioritas Program,s3,PRD,0.373
68,Neutral,Kebijakan & Prioritas Program,lp,ORG,0.6879
68,Neutral,Kebijakan & Prioritas Program,##dp,ORG,0.238
68,Neutral,Kebijakan & Prioritas Program,kementerian,NOR,0.7219
68,Neutral,Kebijakan & Prioritas Program,lpdp,ORG,0.5296
68,Neutral,Kebijakan & Prioritas Program,dikti,ORG,0.3207
68,Neutral,Kebijakan & Prioritas Program,dua,CRD,0.5314
68,Neutral,Kebijakan & Prioritas Program,3,CRD,0.6339
68,Neutral,Kebijakan & Prioritas Program,est,ORG,0.6538
68,Neutral,Kebijakan & Prioritas Program,universitas,ORG,0.7843
68,Neutral,Kebijakan & Prioritas Program,universitas,ORG,0.6815
68,Neutral,Kebijakan & Prioritas Program,surya,ORG,0.4212
69,Positive,Kebijakan & Prioritas Program,batastimor. com,ORG,0.7955
69,Positive,Kebijakan & Prioritas Program,pascasarjana universitas nusa cendana,ORG,0.9214
69,Positive,Kebijakan & Prioritas Program,undana,ORG,0.9141
69,Positive,Kebijakan & Prioritas Program,timur,LOC,0.3332
69,Positive,Kebijakan & Prioritas Program,indonesia,GPE,0.4721
69,Positive,Kebijakan & Prioritas Program,2026,DAT,0.4681
69,Positive,Kebijakan & Prioritas Program,tujuh,CRD,0.8996
69,Positive,Kebijakan & Prioritas Program,lembaga pengelola dana pendidikan,ORG,0.8812
69,Positive,Kebijakan & Prioritas Program,lpdp,ORG,0.8878
69,Positive,Kebijakan & Prioritas Program,pm,EVT,0.2795
69,Positive,Kebijakan & Prioritas Program,##b,PRD,0.3558
69,Positive,Kebijakan & Prioritas Program,2025,DAT,0.8566
69,Positive,Kebijakan & Prioritas Program,undana,ORG,0.8053
69,Positive,Kebijakan & Prioritas Program,tujuh,CRD,0.6242
69,Positive,Kebijakan & Prioritas Program,lpdp,ORG,0.5758
69,Positive,Kebijakan & Prioritas Program,undana,ORG,0.7773
69,Positive,Kebijakan & Prioritas Program,undana,ORG,0.8902
69,Positive,Kebijakan & Prioritas Program,afir,PRD,0.3654
69,Positive,Kebijakan & Prioritas Program,lp,ORG,0.4178
69,Positive,Kebijakan & Prioritas Program,##dp,PRD,0.1591
69,Positive,Kebijakan & Prioritas Program,nusa,ORG,0.6575
69,Positive,Kebijakan & Prioritas Program,s3,PRD,0.6232
69,Positive,Kebijakan & Prioritas Program,tujuh,CRD,0.7507
69,Positive,Kebijakan & Prioritas Program,enam,CRD,0.7982
69,Positive,Kebijakan & Prioritas Program,program,ORG,0.3953
69,Positive,Kebijakan & Prioritas Program,s2,PRD,0.4668
69,Positive,Kebijakan & Prioritas Program,satu,CRD,0.8497
69,Positive,Kebijakan & Prioritas Program,s3,PRD,0.5251
69,Positive,Kebijakan & Prioritas Program,februari,DAT,0.7127
69,Positive,Kebijakan & Prioritas Program,202,CRD,0.6185
69,Positive,Kebijakan & Prioritas Program,und,ORG,0.5815
69,Positive,Kebijakan & Prioritas Program,biro,ORG,0.5085
69,Positive,Kebijakan & Prioritas Program,6,CRD,0.6512
69,Positive,Kebijakan & Prioritas Program,februari,DAT,0.3241
69,Positive,Kebijakan & Prioritas Program,202,CRD,0.3961
69,Positive,Kebijakan & Prioritas Program,beasiswa,PRD,0.5373
69,Positive,Kebijakan & Prioritas Program,lp,PRD,0.3212
69,Positive,Kebijakan & Prioritas Program,und,ORG,0.6666
69,Positive,Kebijakan & Prioritas Program,permen,PRD,0.4256
69,Positive,Kebijakan & Prioritas Program,39,CRD,0.5894
69,Positive,Kebijakan & Prioritas Program,2025,DAT,0.7157
69,Positive,Kebijakan & Prioritas Program,36,CRD,0.6445
69,Positive,Kebijakan & Prioritas Program,sks,PRD,0.5535
69,Positive,Kebijakan & Prioritas Program,tiga,CRD,0.8597
69,Positive,Kebijakan & Prioritas Program,program,ORG,0.3768
69,Positive,Kebijakan & Prioritas Program,kurikulum,PRD,0.5172
69,Positive,Kebijakan & Prioritas Program,enam,CRD,0.7266
69,Positive,Kebijakan & Prioritas Program,und,ORG,0.4476
69,Positive,Kebijakan & Prioritas Program,beasiswa,PRD,0.5701
69,Positive,Kebijakan & Prioritas Program,und,ORG,0.5519
69,Positive,Kebijakan & Prioritas Program,tujuh,CRD,0.7501
69,Positive,Kebijakan & Prioritas Program,lp,PRD,0.4173
69,Positive,Kebijakan & Prioritas Program,2025,DAT,0.6831
69,Positive,Kebijakan & Prioritas Program,202,CRD,0.7484
69,Positive,Kebijakan & Prioritas Program,##6,CRD,0.2968
69,Positive,Kebijakan & Prioritas Program,und,ORG,0.4811
76,Neutral,Kewajiban & Sanksi Penerima,lpdp,ORG,0.7739
76,Neutral,Kewajiban & Sanksi Penerima,foto,ORG,0.3852
76,Neutral,Kewajiban & Sanksi Penerima,pixabay,ORG,0.5599
76,Neutral,Kewajiban & Sanksi Penerima,berita,ORG,0.4903
76,Neutral,Kewajiban & Sanksi Penerima,##nasional,PRD,0.4944
76,Neutral,Kewajiban & Sanksi Penerima,. com,ORG,0.6777
76,Neutral,Kewajiban & Sanksi Penerima,anggota komisi x dpr ri,NOR,0.9011
76,Neutral,Kewajiban & Sanksi Penerima,abdul fikri faqih,PER,0.9885
76,Neutral,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9266
76,Neutral,Kewajiban & Sanksi Penerima,lp,ORG,0.6552
76,Neutral,Kewajiban & Sanksi Penerima,##dp,PRD,0.5129
76,Neutral,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9223
76,Neutral,Kewajiban & Sanksi Penerima,lp,ORG,0.436
76,Neutral,Kewajiban & Sanksi Penerima,##dp,PRD,0.4181
76,Neutral,Kewajiban & Sanksi Penerima,fikri,PER,0.7967
76,Neutral,Kewajiban & Sanksi Penerima,fik,PER,0.4436
76,Neutral,Kewajiban & Sanksi Penerima,rabu,PER,0.4364
76,Neutral,Kewajiban & Sanksi Penerima,4,CRD,0.7844
76,Neutral,Kewajiban & Sanksi Penerima,3,CRD,0.6429
76,Neutral,Kewajiban & Sanksi Penerima,fik,PER,0.4148
76,Neutral,Kewajiban & Sanksi Penerima,bj,ORG,0.4327
76,Neutral,Kewajiban & Sanksi Penerima,habibie,ORG,0.4901
76,Neutral,Kewajiban & Sanksi Penerima,pks,ORG,0.4753
76,Neutral,Kewajiban & Sanksi Penerima,indonesia,ORG,0.3816
76,Neutral,Kewajiban & Sanksi Penerima,fik,PER,0.4651
76,Neutral,Kewajiban & Sanksi Penerima,indonesia,GPE,0.4926
76,Neutral,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.7688
76,Neutral,Kewajiban & Sanksi Penerima,kementerian,NOR,0.5919
76,Neutral,Kewajiban & Sanksi Penerima,mutiara,PER,0.5053
77,Neutral,Kontroversi Penerima Beasiswa,menteri,NOR,0.9291
77,Neutral,Kontroversi Penerima Beasiswa,sekretaris negara,NOR,0.4786
77,Neutral,Kontroversi Penerima Beasiswa,prasetyo,PER,0.9028
77,Neutral,Kontroversi Penerima Beasiswa,hadi,PER,0.886
77,Neutral,Kontroversi Penerima Beasiswa,beritanasional. com,ORG,0.899
77,Neutral,Kontroversi Penerima Beasiswa,ok,PER,0.9431
77,Neutral,Kontroversi Penerima Beasiswa,##e,ORG,0.399
77,Neutral,Kontroversi Penerima Beasiswa,atmaja,PER,0.6552
77,Neutral,Kontroversi Penerima Beasiswa,beritanasional. com,ORG,0.7998
77,Neutral,Kontroversi Penerima Beasiswa,prabowo subianto,PER,0.9901
77,Neutral,Kontroversi Penerima Beasiswa,lpdp,ORG,0.5722
77,Neutral,Kontroversi Penerima Beasiswa,80 persen,PRC,0.9927
77,Neutral,Kontroversi Penerima Beasiswa,menteri,NOR,0.8026
77,Neutral,Kontroversi Penerima Beasiswa,sekretaris,NOR,0.5746
77,Neutral,Kontroversi Penerima Beasiswa,negara,ORG,0.6363
77,Neutral,Kontroversi Penerima Beasiswa,mensesne,ORG,0.4729
77,Neutral,Kontroversi Penerima Beasiswa,prasetyo hadi,PER,0.8785
77,Neutral,Kontroversi Penerima Beasiswa,prabowo subianto,PER,0.9796
77,Neutral,Kontroversi Penerima Beasiswa,istana,LOC,0.5855
77,Neutral,Kontroversi Penerima Beasiswa,kepresidenan,FAC,0.3916
77,Neutral,Kontroversi Penerima Beasiswa,jakarta,LOC,0.4452
77,Neutral,Kontroversi Penerima Beasiswa,kamis ( 15 / 1 / 2026 ),DAT,0.9769
77,Neutral,Kontroversi Penerima Beasiswa,80 persen,PRC,0.9924
77,Neutral,Kontroversi Penerima Beasiswa,pras,PER,0.9832
77,Neutral,Kontroversi Penerima Beasiswa,pras,PER,0.6615
77,Neutral,Kontroversi Penerima Beasiswa,indonesia,GPE,0.866
77,Neutral,Kontroversi Penerima Beasiswa,brian,PER,0.8105
77,Neutral,Kontroversi Penerima Beasiswa,yuli,PER,0.604
77,Neutral,Kontroversi Penerima Beasiswa,pemerintah,NOR,0.6973
77,Neutral,Kontroversi Penerima Beasiswa,5,CRD,0.5742
77,Neutral,Kontroversi Penerima Beasiswa,750,CRD,0.3367
77,Neutral,Kontroversi Penerima Beasiswa,lpdp,ORG,0.4878
77,Neutral,Kontroversi Penerima Beasiswa,202,CRD,0.5267
77,Neutral,Kontroversi Penerima Beasiswa,##6,CRD,0.2689
77,Neutral,Kontroversi Penerima Beasiswa,indonesia,ORG,0.3251
77,Neutral,Kontroversi Penerima Beasiswa,indonesia,GPE,0.4224
77,Neutral,Kontroversi Penerima Beasiswa,tahun,QTY,0.5678
77,Neutral,Kontroversi Penerima Beasiswa,indonesia,ORG,0.3558
77,Neutral,Kontroversi Penerima Beasiswa,1,CRD,0.6394
77,Neutral,Kontroversi Penerima Beasiswa,7,CRD,0.6311
77,Neutral,Kontroversi Penerima Beasiswa,maju,ORG,0.4261
77,Neutral,Kontroversi Penerima Beasiswa,lpdp,ORG,0.64
77,Neutral,Kontroversi Penerima Beasiswa,tahun,QTY,0.5368
77,Neutral,Kontroversi Penerima Beasiswa,5,CRD,0.6293
77,Neutral,Kontroversi Penerima Beasiswa,750,QTY,0.5236
77,Neutral,Kontroversi Penerima Beasiswa,istana,ORG,0.5695
78,Neutral,Kebijakan & Prioritas Program,"selasa, 06 januari 2026",DAT,0.955
78,Neutral,Kebijakan & Prioritas Program,20 : 41 wib,TIM,0.9832
78,Neutral,Kebijakan & Prioritas Program,lpdp,ORG,0.6507
78,Neutral,Kebijakan & Prioritas Program,foto,ORG,0.3839
78,Neutral,Kebijakan & Prioritas Program,lpdp,ORG,0.4998
78,Neutral,Kebijakan & Prioritas Program,beritanasional. com,ORG,0.6003
78,Neutral,Kebijakan & Prioritas Program,lembaga pengelola dana pendidikan,ORG,0.836
78,Neutral,Kebijakan & Prioritas Program,lp,NOR,0.3673
78,Neutral,Kebijakan & Prioritas Program,##dp,ORG,0.5464
78,Neutral,Kebijakan & Prioritas Program,kementerian keuangan ri,NOR,0.7932
78,Neutral,Kebijakan & Prioritas Program,beasiswa,PRD,0.5919
78,Neutral,Kebijakan & Prioritas Program,202,CRD,0.3968
78,Neutral,Kebijakan & Prioritas Program,##6,PRD,0.4794
78,Neutral,Kebijakan & Prioritas Program,instagram,PRD,0.7767
78,Neutral,Kebijakan & Prioritas Program,@ lpdp _ ri,PRD,0.8097
78,Neutral,Kebijakan & Prioritas Program,beasiswa fellowship,PRD,0.4081
78,Neutral,Kebijakan & Prioritas Program,dua bulan,QTY,0.9539
78,Neutral,Kebijakan & Prioritas Program,2026,DAT,0.6809
78,Neutral,Kebijakan & Prioritas Program,lp,NOR,0.5066
78,Neutral,Kebijakan & Prioritas Program,##dp,ORG,0.6704
78,Neutral,Kebijakan & Prioritas Program,tiga,CRD,0.7351
78,Neutral,Kebijakan & Prioritas Program,1 – 12 januari 2026,DAT,0.7888
78,Neutral,Kebijakan & Prioritas Program,1,CRD,0.3907
78,Neutral,Kebijakan & Prioritas Program,– 12 maret 2026,DAT,0.8072
78,Neutral,Kebijakan & Prioritas Program,1,CRD,0.818
78,Neutral,Kebijakan & Prioritas Program,12,CRD,0.3632
78,Neutral,Kebijakan & Prioritas Program,202,CRD,0.4655
78,Neutral,Kebijakan & Prioritas Program,##6,CRD,0.3802
78,Neutral,Kebijakan & Prioritas Program,1,CRD,0.6756
78,Neutral,Kebijakan & Prioritas Program,januari,DAT,0.3852
78,Neutral,Kebijakan & Prioritas Program,13,CRD,0.6895
78,Neutral,Kebijakan & Prioritas Program,20,CRD,0.661
78,Neutral,Kebijakan & Prioritas Program,januari,DAT,0.3146
78,Neutral,Kebijakan & Prioritas Program,2,CRD,0.7313
78,Neutral,Kebijakan & Prioritas Program,6,CRD,0.7014
78,Neutral,Kebijakan & Prioritas Program,februari,DAT,0.5124
78,Neutral,Kebijakan & Prioritas Program,maret,DAT,0.4292
78,Neutral,Kebijakan & Prioritas Program,202,CRD,0.5571
78,Neutral,Kebijakan & Prioritas Program,6,CRD,0.7188
78,Neutral,Kebijakan & Prioritas Program,24,CRD,0.6082
78,Neutral,Kebijakan & Prioritas Program,3,CRD,0.7034
78,Neutral,Kebijakan & Prioritas Program,24,CRD,0.6769
78,Neutral,Kebijakan & Prioritas Program,lpdp,PRD,0.3205
78,Neutral,Kebijakan & Prioritas Program,202,CRD,0.4923
78,Neutral,Kebijakan & Prioritas Program,trans,ORG,0.4352
78,Neutral,Kebijakan & Prioritas Program,tni,NOR,0.4181
78,Neutral,Kebijakan & Prioritas Program,polri,NOR,0.2503
78,Neutral,Kebijakan & Prioritas Program,kemen,NOR,0.3122
78,Neutral,Kebijakan & Prioritas Program,lp,ORG,0.342
78,Neutral,Kebijakan & Prioritas Program,tiga,CRD,0.8446
78,Neutral,Kebijakan & Prioritas Program,3,CRD,0.7083
78,Neutral,Kebijakan & Prioritas Program,lp,ORG,0.4939
78,Neutral,Kebijakan & Prioritas Program,indonesia,ORG,0.2153
78,Neutral,Kebijakan & Prioritas Program,rep,ORG,0.4658
80,Negative,Kewajiban & Sanksi Penerima,jakarta,GPE,0.9919
80,Negative,Kewajiban & Sanksi Penerima,komisi x dpr ri,NOR,0.9761
80,Negative,Kewajiban & Sanksi Penerima,fraksi pkb,NOR,0.9862
80,Negative,Kewajiban & Sanksi Penerima,habib syarief,PER,0.9945
80,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9678
80,Negative,Kewajiban & Sanksi Penerima,lembaga pengelola dana pendidikan,ORG,0.8704
80,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.6351
80,Negative,Kewajiban & Sanksi Penerima,ds,PER,0.9969
80,Negative,Kewajiban & Sanksi Penerima,ai,PER,0.9922
80,Negative,Kewajiban & Sanksi Penerima,habib,PER,0.9961
80,Negative,Kewajiban & Sanksi Penerima,lpdp,ORG,0.6235
80,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9655
80,Negative,Kewajiban & Sanksi Penerima,pemerintah,NOR,0.9828
80,Negative,Kewajiban & Sanksi Penerima,lp,NOR,0.5161
80,Negative,Kewajiban & Sanksi Penerima,##dp,ORG,0.4307
80,Negative,Kewajiban & Sanksi Penerima,habib,PER,0.96
80,Negative,Kewajiban & Sanksi Penerima,syari,PER,0.9207
80,Negative,Kewajiban & Sanksi Penerima,jakarta,GPE,0.6795
80,Negative,Kewajiban & Sanksi Penerima,senin,PER,0.5124
80,Negative,Kewajiban & Sanksi Penerima,23,CRD,0.5771
80,Negative,Kewajiban & Sanksi Penerima,2,CRD,0.7985
80,Negative,Kewajiban & Sanksi Penerima,26,CRD,0.6082
80,Negative,Kewajiban & Sanksi Penerima,lp,ORG,0.5774
80,Negative,Kewajiban & Sanksi Penerima,##dp,PER,0.3484
